1,LAX,Los Angeles International,Los Angeles,CA,377.36,405.23," 199,374 "
2,ORD,Chicago O'Hare International,Chicago-O'Hare,IL,379.33,407.34," 182,266 "
3,BOS,Logan International,Boston,MA,365.41,392.39," 159,577 "
4,DEN,Denver International,Denver,CO,320.96,344.66," 154,845 "
5,ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,392.29,421.26," 153,946 "
6,SFO,San Francisco International,San Francisco,CA,377.89,405.80," 141,445 "
7,JFK,John F. Kennedy International,New York-JFK,NY,394.06,423.16," 139,845 "
8,SEA,Seattle/Tacoma International,Seattle,WA,359.65,386.21," 132,642 "
9,DFW,Dallas/Fort Worth International,Dallas-DFW,TX,449.42,482.61," 131,697 "
10,LGA,LaGuardia,New York-La Guardia,NY,367.14,394.25," 126,637 "
11,MSP,Minneapolis-St Paul International,Minneapolis,MN,454.39,487.95," 121,442 "
12,PHX,Phoenix Sky Harbor International,Phoenix,AZ,326.75,350.88," 117,913 "
13,EWR,Newark Liberty International,Newark,NJ,470.78,505.54," 114,925 "
14,PHL,Philadelphia International,Philadelphia,PA,406.03,436.01," 111,882 "
15,DTW,Detroit Metro Wayne County,Detroit,MI,404.77,434.66," 110,677 "
16,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,330.25,354.64," 107,484 "
17,MCO,Orlando International,Orlando,FL,289.39,310.76," 103,052 "
18,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,282.90,303.79," 93,554 "
19,LAS,McCarran International,Las Vegas,NV,267.31,287.05," 91,043 "
20,SAN,San Diego International,San Diego,CA,336.35,361.18," 83,579 "
21,MDW,Chicago Midway International,Chicago-Midway,IL,298.23,320.25," 81,183 "
22,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,390.59,419.43," 80,688 "
23,TPA,Tampa International,Tampa,FL,334.33,359.02," 75,679 "
24,PDX,Portland International,Portland,OR,357.43,383.82," 72,611 "
25,IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,504.58,541.85," 70,218 "
26,STL,St Louis Lambert International,St. Louis,MO,359.11,385.62," 65,690 "
27,MCI,Kansas City International,Kansas City,MO,340.76,365.92," 63,186 "
28,OAK,Metropolitan Oakland International,Oakland,CA,277.62,298.12," 61,234 "
29,SLC,Salt Lake City International,Salt Lake City,UT,398.07,427.47," 57,487 "
30,CLT,Charlotte Douglas International,Charlotte,NC,428.27,459.90," 57,045 "
31,SMF,Sacramento International,Sacramento,CA,329.13,353.44," 56,689 "
32,MKE,General Mitchell International,Milwaukee,WI,313.35,336.49," 55,958 "
33,HNL,Daniel K Inouye International,Honolulu,HI,332.70,357.27," 53,512 "
34,PIT,Pittsburgh International,Pittsburgh,PA,359.34,385.88," 53,489 "
35,IAD,Washington Dulles International,Washington-Dulles,DC,485.35,521.19," 53,379 "
36,RDU,Raleigh-Durham International,Raleigh/Durham,NC,359.07,385.59," 51,837 "
37,IND,Indianapolis International,Indianapolis,IN,386.79,415.36," 51,254 "
38,AUS,Austin - Bergstrom International,Austin,TX,374.29,401.93," 50,774 "
39,SJC,Norman Y. Mineta San Jose International,San Jose,CA,308.08,330.83," 48,851 "
40,BNA,Nashville International,Nashville,TN,367.95,395.12," 47,692 "
41,HOU,William P Hobby,Houston-Hobby,TX,312.02,335.06," 47,143 "
42,SNA,John Wayne Airport-Orange County,Santa Ana,CA,348.04,373.74," 45,956 "
43,MIA,Miami International,Miami,FL,386.18,414.70," 45,086 "
44,CMH,John Glenn Columbus International,Columbus,OH,370.07,397.40," 44,612 "
45,BDL,Bradley International,Hartford,CT,398.03,427.42," 41,475 "
46,SAT,San Antonio International,San Antonio,TX,367.48,394.61," 40,124 "
47,DAL,Dallas Love Field,Dallas-Love Field,TX,281.69,302.49," 39,060 "
48,BUF,Buffalo Niagara International,Buffalo,NY,341.69,366.92," 38,555 "
49,CLE,Cleveland-Hopkins International,Cleveland,OH,449.90,483.13," 37,818 "
50,MSY,Louis Armstrong New Orleans International,New Orleans,LA,359.61,386.17," 36,098 "
51,RSW,Southwest Florida International,Fort Myers,FL,320.32,343.98," 34,321 "
52,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,339.65,364.73," 30,506 "
53,BUR,Bob Hope,Burbank,CA,267.94,287.73," 29,763 "
54,SJU,Luis Munoz Marin International,San Juan,PR,310.23,333.14," 28,944 "
55,ONT,Ontario International,Ontario,CA,316.52,339.89," 28,845 "
56,JAX,Jacksonville International,Jacksonville,FL,372.61,400.13," 28,565 "
57,PVD,Theodore Francis Green State,Providence,RI,349.61,375.43," 28,252 "
58,OMA,Eppley Airfield,Omaha,NE,378.33,406.27," 28,166 "
