1,LAX,Los Angeles International,Los Angeles,CA,414.88,435.36," 249,356 "
2,DEN,Denver International,Denver,CO,328.11,344.31," 189,385 "
3,ORD,Chicago O'Hare International,Chicago-O'Hare,IL,410.62,430.89," 187,579 "
4,ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,399.10,418.81," 182,426 "
5,SFO,San Francisco International,San Francisco,CA,433.68,455.10," 177,544 "
6,BOS,Logan International,Boston,MA,376.60,395.19," 170,419 "
7,DFW,Dallas/Fort Worth International,Dallas-DFW,TX,409.51,429.73," 153,677 "
8,LGA,LaGuardia,New York-La Guardia,NY,389.62,408.86," 153,109 "
9,SEA,Seattle/Tacoma International,Seattle,WA,383.16,402.08," 151,507 "
10,JFK,John F. Kennedy International,New York-JFK,NY,434.60,456.06," 138,260 "
11,PHX,Phoenix Sky Harbor International,Phoenix,AZ,348.36,365.57," 135,379 "
12,EWR,Newark Liberty International,Newark,NJ,498.71,523.33," 130,838 "
13,PHL,Philadelphia International,Philadelphia,PA,411.22,431.53," 118,439 "
14,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,328.25,344.45," 115,891 "
15,LAS,McCarran International,Las Vegas,NV,254.97,267.56," 113,174 "
16,MSP,Minneapolis-St Paul International,Minneapolis,MN,414.70,435.18," 109,876 "
17,MCO,Orlando International,Orlando,FL,303.14,318.11," 109,872 "
18,SAN,San Diego International,San Diego,CA,370.21,388.50," 101,538 "
19,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,386.14,405.20," 100,436 "
20,DTW,Detroit Metro Wayne County,Detroit,MI,425.41,446.42," 99,435 "
21,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,288.93,303.20," 97,307 "
22,IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,497.61,522.18," 88,978 "
23,PDX,Portland International,Portland,OR,357.56,375.22," 86,871 "
24,TPA,Tampa International,Tampa,FL,328.17,344.37," 86,262 "
25,MDW,Chicago Midway International,Chicago-Midway,IL,319.72,335.50," 85,247 "
26,CLT,Charlotte Douglas International,Charlotte,NC,405.50,425.53," 72,432 "
27,OAK,Metropolitan Oakland International,Oakland,CA,304.06,319.08," 68,064 "
28,STL,St Louis Lambert International,St. Louis,MO,360.11,377.89," 67,431 "
29,AUS,Austin - Bergstrom International,Austin,TX,387.29,406.41," 62,897 "
30,SLC,Salt Lake City International,Salt Lake City,UT,413.20,433.60," 62,350 "
31,MCI,Kansas City International,Kansas City,MO,363.36,381.30," 60,515 "
32,SMF,Sacramento International,Sacramento,CA,369.71,387.97," 60,469 "
33,SJC,Norman Y. Mineta San Jose International,San Jose,CA,337.51,354.18," 59,947 "
34,HNL,Daniel K Inouye International,Honolulu,HI,364.92,382.94," 59,639 "
