1,LAX,Los Angeles International,Los Angeles,CA,380,417.95,"180,245"
2,ORD,Chicago O'Hare International,Chicago-O'Hare,IL,390,429.43,"169,180"
3,BOS,Logan International,Boston,MA,350,383.54,"155,324"
4,DEN,Denver International,Denver,CO,315,348.81,"152,028"
5,ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,360,397.77,"147,704"
6,SEA,Seattle/Tacoma International,Seattle,WA,345,381.13,"131,635"
7,JFK,John F. Kennedy International,New York-JFK,NY,385,423.06,"130,119"
8,SFO,San Francisco International,San Francisco,CA,385,426.52,"128,052"
9,DFW,Dallas/Fort Worth International,Dallas-DFW,TX,430,476.03,"127,291"
10,LGA,LaGuardia,New York-La Guardia,NY,350,385.31,"123,129"
11,MSP,Minneapolis-St Paul International,Minneapolis,MN,415,456.22,"121,631"
12,PHX,Phoenix Sky Harbor International,Phoenix,AZ,320,354.52,"117,563"
13,PHL,Philadelphia International,Philadelphia,PA,365,404.13,"116,612"
14,EWR,Newark Liberty International,Newark,NJ,470,518.72,"115,948"
15,DTW,Detroit Metro Wayne County,Detroit,MI,365,401.35,"108,260"
16,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,305,335.8,"105,962"
17,MCO,Orlando International,Orlando,FL,265,295.22,"104,606"
18,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,270,297.54,"91,339"
19,LAS,McCarran International,Las Vegas,NV,275,302.65,"86,330"
20,SAN,San Diego International,San Diego,CA,335,368.31,"81,218"
21,MDW,Chicago Midway International,Chicago-Midway,IL,300,329.1,"77,629"
22,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,380,417.58,"77,452"
23,IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,475,526.2,"73,564"
24,TPA,Tampa International,Tampa,FL,305,337.99,"73,496"
25,PDX,Portland International,Portland,OR,355,390.11,"70,106"
26,STL,St Louis Lambert International,St. Louis,MO,330,366.29,"66,945"
27,MCI,Kansas City International,Kansas City,MO,330,365.23,"61,080"
28,OAK,Metropolitan Oakland International,Oakland,CA,275,304.25,"58,581"
29,MKE,General Mitchell International,Milwaukee,WI,280,310,"58,105"
30,CLT,Charlotte Douglas International,Charlotte,NC,400,432.81,"57,176"
31,SMF,Sacramento International,Sacramento,CA,320,350.1,"56,761"
32,SLC,Salt Lake City International,Salt Lake City,UT,375,413.69,"56,148"
33,PIT,Pittsburgh International,Pittsburgh,PA,325,356.76,"54,896"
34,IAD,Washington Dulles International,Washington-Dulles,DC,465,512.92,"54,725"
35,IND,Indianapolis International,Indianapolis,IN,335,367.1,"53,423"
36,HNL,Daniel K Inouye International,Honolulu,HI,325,360.55,"53,387"
37,RDU,Raleigh-Durham International,Raleigh/Durham,NC,325,359.14,"51,104"
38,SJC,Norman Y. Mineta San Jose International,San Jose,CA,300,330.83,"49,748"
39,AUS,Austin - Bergstrom International,Austin,TX,400,396.6,"49,316"
40,SNA,John Wayne Airport-Orange County,Santa Ana,CA,335,371.99,"47,826"
41,BNA,Nashville International,Nashville,TN,350,387.2,"46,086"
42,CMH,John Glenn Columbus International,Columbus,OH,335,368.46,"44,285"
43,HOU,William P Hobby,Houston-Hobby,TX,300,330.25,"44,012"
44,MIA,Miami International,Miami,FL,370,411.59,"43,296"
45,BDL,Bradley International,Hartford,CT,365,402.65,"42,692"
46,CLE,Cleveland-Hopkins International,Cleveland,OH,410,450.01,"42,131"
47,SAT,San Antonio International,San Antonio,TX,345,382.29,"39,386"
48,BUF,Buffalo Niagara International,Buffalo,NY,310,342.23,"39,114"
49,DAL,Dallas Love Field,Dallas-Love Field,TX,275,301.63,"37,330"
50,MSY,Louis Armstrong New Orleans International,New Orleans,LA,325,359.17,"36,904"
51,RSW,Southwest Florida International,Fort Myers,FL,275,305.67,"35,642"
52,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,305,337,"31,948"
53,BUR,Bob Hope,Burbank,CA,265,294.1,"31,431"
54,ONT,Ontario International,Ontario,CA,310,340.8,"31,182"
55,OMA,Eppley Airfield,Omaha,NE,350,385.41,"29,394"
56,JAX,Jacksonville International,Jacksonville,FL,330,362.19,"29,373"
