1,LAX,Los Angeles International,Los Angeles,CA,424.48,436.41," 282,939 "
2,DEN,Denver International,Denver,CO,338.00,347.50," 206,569 "
3,ORD,Chicago O'Hare International,Chicago-O'Hare,IL,424.51,436.44," 195,487 "
4,SFO,San Francisco International,San Francisco,CA,437.32,449.61," 190,465 "
5,ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,439.32,451.67," 181,461 "
6,DFW,Dallas/Fort Worth International,Dallas-DFW,TX,425.89,437.86," 177,518 "
7,BOS,Logan International,Boston,MA,383.95,394.74," 176,658 "
8,SEA,Seattle/Tacoma International,Seattle,WA,377.14,387.75," 176,638 "
9,JFK,John F. Kennedy International,New York-JFK,NY,441.71,454.13," 160,599 "
10,LGA,LaGuardia,New York-La Guardia,NY,398.08,409.27," 160,564 "
11,EWR,Newark Liberty International,Newark,NJ,505.77,519.99," 139,208 "
12,PHX,Phoenix Sky Harbor International,Phoenix,AZ,363.32,373.54," 137,661 "
13,LAS,McCarran International,Las Vegas,NV,265.12,272.58," 127,681 "
14,PHL,Philadelphia International,Philadelphia,PA,436.11,448.37," 122,802 "
15,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,344.08,353.75," 122,660 "
16,SAN,San Diego International,San Diego,CA,377.28,387.89," 113,839 "
17,MSP,Minneapolis-St Paul International,Minneapolis,MN,446.39,458.94," 112,913 "
18,MCO,Orlando International,Orlando,FL,310.86,319.61," 112,780 "
19,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,393.58,404.64," 108,697 "
20,IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,501.46,515.56," 102,292 "
21,DTW,Detroit Metro Wayne County,Detroit,MI,436.75,449.03," 100,807 "
22,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,300.30,308.75," 97,428 "
23,PDX,Portland International,Portland,OR,369.19,379.57," 93,996 "
24,MDW,Chicago Midway International,Chicago-Midway,IL,331.73,341.06," 90,324 "
25,TPA,Tampa International,Tampa,FL,342.07,351.68," 88,717 "
26,OAK,Metropolitan Oakland International,Oakland,CA,312.56,321.35," 78,666 "
27,CLT,Charlotte Douglas International,Charlotte,NC,439.46,451.82," 74,590 "
28,AUS,Austin - Bergstrom International,Austin,TX,395.61,406.73," 71,145 "
29,STL,St Louis Lambert International,St. Louis,MO,386.58,397.45," 69,989 "
30,SLC,Salt Lake City International,Salt Lake City,UT,401.57,412.86," 69,440 "
31,SJC,Norman Y. Mineta San Jose International,San Jose,CA,347.93,357.71," 68,373 "
32,MCI,Kansas City International,Kansas City,MO,376.08,386.65," 68,357 "
33,SMF,Sacramento International,Sacramento,CA,384.39,395.19," 66,107 "
34,HNL,Daniel K Inouye International,Honolulu,HI,377.93,388.55," 62,957 "
35,RDU,Raleigh-Durham International,Raleigh/Durham,NC,390.95,401.94," 62,415 "
