1,LAX,Los Angeles International,Los Angeles,CA,391.31,422.91," 251,914 "
2,ORD,Chicago O'Hare International,Chicago-O'Hare,IL,370.96,400.91," 187,700 "
3,DEN,Denver International,Denver,CO,315.55,341.03," 186,183 "
4,ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,359.74,388.79," 180,054 "
5,SFO,San Francisco International,San Francisco,CA,400.73,433.09," 171,128 "
6,DFW,Dallas/Fort Worth International,Dallas-DFW,TX,406.57,439.40," 168,775 "
7,BOS,Logan International,Boston,MA,342.99,370.68," 162,081 "
8,SEA,Seattle/Tacoma International,Seattle,WA,368.26,397.99," 157,784 "
9,LGA,LaGuardia,New York-La Guardia,NY,340.61,368.11," 149,765 "
10,JFK,John F. Kennedy International,New York-JFK,NY,387.20,418.47," 148,410 "
11,PHX,Phoenix Sky Harbor International,Phoenix,AZ,316.60,342.17," 136,751 "
12,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,314.12,339.48," 130,836 "
13,EWR,Newark Liberty International,Newark,NJ,467.03,504.75," 129,593 "
14,PHL,Philadelphia International,Philadelphia,PA,383.63,414.60," 122,323 "
15,MCO,Orlando International,Orlando,FL,262.77,283.99," 120,428 "
16,LAS,McCarran International,Las Vegas,NV,268.44,290.12," 109,104 "
17,MSP,Minneapolis-St Paul International,Minneapolis,MN,406.85,439.70," 104,439 "
18,SAN,San Diego International,San Diego,CA,352.49,380.95," 103,694 "
19,DTW,Detroit Metro Wayne County,Detroit,MI,379.09,409.70," 100,647 "
20,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,256.42,277.13," 98,921 "
21,IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,468.95,506.81," 95,988 "
22,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,369.97,399.85," 92,972 "
23,TPA,Tampa International,Tampa,FL,305.39,330.05," 88,995 "
24,MDW,Chicago Midway International,Chicago-Midway,IL,288.33,311.61," 84,273 "
25,PDX,Portland International,Portland,OR,372.28,402.34," 80,586 "
26,STL,St Louis Lambert International,St. Louis,MO,337.14,364.36," 73,589 "
27,MCI,Kansas City International,Kansas City,MO,320.52,346.40," 71,379 "
28,OAK,Metropolitan Oakland International,Oakland,CA,306.85,331.63," 69,303 "
29,CLT,Charlotte Douglas International,Charlotte,NC,393.52,425.30," 67,080 "
30,SMF,Sacramento International,Sacramento,CA,347.75,375.83," 66,194 "
31,IAD,Washington Dulles International,Washington-Dulles,DC,467.66,505.42," 65,100 "
32,SLC,Salt Lake City International,Salt Lake City,UT,366.17,395.74," 63,386 "
33,AUS,Austin - Bergstrom International,Austin,TX,362.77,392.06," 63,140 "
34,RDU,Raleigh-Durham International,Raleigh/Durham,NC,335.50,362.59," 60,753 "
