1,LAX,Los Angeles International,Los Angeles,CA,398.58,420.94," 201,719 "
2,ORD,Chicago O'Hare International,Chicago-O'Hare,IL,391.19,413.13," 187,358 "
3,DEN,Denver International,Denver,CO,321.17,339.18," 164,452 "
4,BOS,Logan International,Boston,MA,373.76,394.72," 161,088 "
5,ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,378.75,400.00," 153,895 "
6,LGA,LaGuardia,New York-La Guardia,NY,359.24,379.39," 147,827 "
7,SFO,San Francisco International,San Francisco,CA,413.89,437.11," 145,277 "
8,JFK,John F. Kennedy International,New York-JFK,NY,418.40,441.86," 141,647 "
9,DFW,Dallas/Fort Worth International,Dallas-DFW,TX,415.82,439.14," 135,122 "
10,SEA,Seattle/Tacoma International,Seattle,WA,373.16,394.09," 134,208 "
11,MSP,Minneapolis-St Paul International,Minneapolis,MN,449.10,474.29," 125,254 "
12,EWR,Newark Liberty International,Newark,NJ,485.79,513.04," 124,052 "
13,PHL,Philadelphia International,Philadelphia,PA,401.20,423.71," 118,967 "
14,PHX,Phoenix Sky Harbor International,Phoenix,AZ,334.49,353.25," 118,524 "
15,DTW,Detroit Metro Wayne County,Detroit,MI,415.74,439.05," 110,579 "
16,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,326.33,344.64," 106,513 "
17,MCO,Orlando International,Orlando,FL,289.28,305.50," 101,989 "
18,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,285.26,301.26," 94,547 "
19,LAS,McCarran International,Las Vegas,NV,273.80,289.16," 92,578 "
20,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,372.03,392.90," 89,762 "
21,SAN,San Diego International,San Diego,CA,346.19,365.61," 84,467 "
22,MDW,Chicago Midway International,Chicago-Midway,IL,315.14,332.82," 80,265 "
23,IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,502.84,531.04," 76,943 "
24,TPA,Tampa International,Tampa,FL,322.32,340.40," 76,395 "
25,PDX,Portland International,Portland,OR,354.75,374.65," 74,122 "
26,STL,St Louis Lambert International,St. Louis,MO,356.59,376.59," 65,685 "
27,CLT,Charlotte Douglas International,Charlotte,NC,417.07,440.46," 61,436 "
28,OAK,Metropolitan Oakland International,Oakland,CA,294.35,310.86," 60,338 "
29,SLC,Salt Lake City International,Salt Lake City,UT,411.24,434.31," 57,822 "
30,MCI,Kansas City International,Kansas City,MO,363.32,383.70," 57,584 "
31,HNL,Daniel K Inouye International,Honolulu,HI,310.69,328.12," 56,511 "
32,SMF,Sacramento International,Sacramento,CA,349.84,369.46," 54,072 "
33,RDU,Raleigh-Durham International,Raleigh/Durham,NC,349.81,369.43," 52,969 "
34,AUS,Austin - Bergstrom International,Austin,TX,386.36,408.03," 52,465 "
35,PIT,Pittsburgh International,Pittsburgh,PA,369.12,389.82," 52,062 "
36,IAD,Washington Dulles International,Washington-Dulles,DC,493.35,521.02," 49,358 "
37,SJC,Norman Y. Mineta San Jose International,San Jose,CA,329.86,348.36," 49,335 "
38,IND,Indianapolis International,Indianapolis,IN,388.46,410.25," 49,294 "
39,MKE,General Mitchell International,Milwaukee,WI,358.24,378.33," 48,794 "
40,SNA,John Wayne Airport-Orange County,Santa Ana,CA,361.71,382.00," 48,779 "
41,BNA,Nashville International,Nashville,TN,369.77,390.51," 48,358 "
42,MIA,Miami International,Miami,FL,387.49,409.22," 47,407 "
43,HOU,William P Hobby,Houston-Hobby,TX,334.83,353.61," 45,757 "
44,CMH,John Glenn Columbus International,Columbus,OH,381.68,403.09," 43,692 "
45,CLE,Cleveland-Hopkins International,Cleveland,OH,437.44,461.98," 42,293 "
46,BUF,Buffalo Niagara International,Buffalo,NY,336.14,354.99," 40,369 "
47,BDL,Bradley International,Hartford,CT,403.04,425.65," 39,032 "
48,MSY,Louis Armstrong New Orleans International,New Orleans,LA,374.24,395.23," 38,514 "
49,SAT,San Antonio International,San Antonio,TX,382.29,403.73," 38,032 "
50,DAL,Dallas Love Field,Dallas-Love Field,TX,284.51,300.47," 37,652 "
51,RSW,Southwest Florida International,Fort Myers,FL,317.91,335.74," 34,807 "
52,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,333.66,352.38," 31,226 "
53,SJU,Luis Munoz Marin International,San Juan,PR,297.81,314.51," 29,717 "
54,PVD,Theodore Francis Green State,Providence,RI,338.06,357.02," 28,834 "
55,BUR,Bob Hope,Burbank,CA,272.67,287.96," 27,712 "
56,OMA,Eppley Airfield,Omaha,NE,390.23,412.12," 27,468 "
57,JAX,Jacksonville International,Jacksonville,FL,370.22,390.99," 27,257 "
58,ONT,Ontario International,Ontario,CA,332.10,350.73," 26,540 "
59,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,519.00,548.11," 25,217 "
60,ABQ,Albuquerque International Sunport,Albuquerque,NM,344.82,364.16," 23,662 "
61,RIC,Richmond International,Richmond,VA,412.49,435.62," 20,589 "
62,OKC,Will Rogers World,Oklahoma City,OK,405.86,428.62," 20,474 "
63,SDF,Louisville International-Standiford Field,Louisville,KY,401.43,423.95," 20,373 "
64,DAY,James M Cox/Dayton International,Dayton,OH,364.18,384.60," 18,783 "
65,ROC,Greater Rochester International,Rochester,NY,361.57,381.85," 18,697 "
66,TUS,Tucson International,Tucson,AZ,368.00,388.64," 18,553 "
67,ORF,Norfolk International,Norfolk,VA,405.01,427.72," 18,480 "
68,MHT,Manchester-Boston Regional,Manchester,NH,355.26,375.18," 18,369 "
69,ALB,Albany International,Albany,NY,430.19,454.32," 18,368 "
70,GEG,Spokane International,Spokane,WA,386.47,408.14," 18,275 "
71,LGB,Long Beach Airport,Long Beach,CA,220.09,232.44," 18,090 "
72,MEM,Memphis International,Memphis,TN,478.00,504.81," 17,553 "
73,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,408.53,431.44," 16,825 "
74,RNO,Reno/Tahoe International,Reno,NV,337.65,356.58," 16,674 "
75,GRR,Gerald R. Ford International,Grand Rapids,MI,451.83,477.17," 16,563 "
76,BOI,Boise Air Terminal,Boise,ID,386.65,408.33," 16,484 "
77,DSM,Des Moines International,Des Moines,IA,407.65,430.51," 15,757 "
78,ELP,El Paso International,El Paso,TX,368.97,389.66," 15,707 "
79,OGG,Kahului Airport,Kahului,HI,246.21,260.02," 15,151 "
80,SYR,Syracuse Hancock International,Syracuse,NY,421.50,445.14," 15,064 "
81,TUL,Tulsa International,Tulsa,OK,445.56,470.56," 15,056 "
82,ANC,Ted Stevens Anchorage International,Anchorage,AK,606.56,640.58," 14,757 "
83,CAK,Akron-Canton Regional,Akron,OH,329.64,348.13," 14,630 "
84,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,397.10,419.38," 13,363 "
85,HPN,Westchester County,White Plains,NY,397.86,420.18," 12,738 "
86,CHS,Charleston AFB/International,Charleston,SC,417.57,440.99," 11,897 "
87,ISP,Long Island MacArthur,Islip,NY,319.69,337.62," 11,845 "
88,MSN,Dane County Regional-Truax Field,Madison,WI,472.91,499.43," 11,749 "
89,BLI,Bellingham International,Bellingham,WA,282.66,298.52," 11,066 "
90,GSO,Piedmont Triad International,Greensboro/High Point,NC,420.82,444.42," 10,527 "
91,GSP,Greenville-Spartanburg International,Greenville-Spartanburg,SC,411.83,434.93," 10,300 "
92,PWM,Portland International Jetport,Portland,ME,391.90,413.88," 10,295 "
93,TYS,McGhee Tyson,Knoxville,TN,477.02,503.77," 9,223 "
94,ACY,Atlantic City International,Atlantic City,NJ,168.66,178.12," 9,057 "
95,MDT,Harrisburg International,Harrisburg,PA,434.34,458.70," 8,671 "
96,COS,City of Colorado Springs Municipal,Colorado Springs,CO,385.74,407.38," 8,309 "
97,KOA,Kona International Airport at Keahole,Kona,HI,256.45,270.83," 8,248 "
98,LIH,Lihue Airport,Lihue,HI,221.30,233.72," 8,018 "
99,BTV,Burlington International,Burlington,VT,439.75,464.42," 7,980 "
100,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,416.59,439.95," 7,931 "
101,FAT,Fresno Yosemite International,Fresno,CA,389.01,410.83," 7,797 "
102,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,440.63,465.35," 7,711 "
103,PSP,Palm Springs International,Palm Springs,CA,380.64,401.99," 7,621 "
104,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,434.67,459.05," 7,568 "
105,FNT,Bishop International,Flint,MI,383.95,405.48," 7,169 "
106,PNS,Pensacola International,Pensacola,FL,446.75,471.81," 7,111 "
107,FAR,Hector International,Fargo,ND,466.50,492.66," 6,850 "
108,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,152.16,160.69," 6,827 "
109,LEX,Blue Grass,Lexington,KY,436.91,461.41," 6,549 "
110,FSD,Joe Foss Field,Sioux Falls,SD,423.11,446.84," 6,534 "
111,MAF,Midland International Air and Space Port,Midland/Odessa,TX,398.22,420.55," 6,303 "
112,ITO,Hilo International,Hilo,HI,206.99,218.60," 6,273 "
113,SAV,Savannah/Hilton Head International,Savannah,GA,493.18,520.84," 6,265 "
114,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,543.37,573.85," 6,247 "
115,XNA,Northwest Arkansas Regional,Fayetteville,AR,546.85,577.52," 5,945 "
116,LBB,Lubbock Preston Smith International,Lubbock,TX,391.33,413.28," 5,698 "
117,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,375.36,396.41," 5,491 "
118,MLI,Quad City International,Moline,IL,432.84,457.11," 5,262 "
119,CAE,Columbia Metropolitan,Columbia,SC,501.72,529.86," 5,216 "
120,EUG,Mahlon Sweet Field,Eugene,OR,392.90,414.94," 5,045 "
121,SFB,Orlando Sanford International,Sanford,FL,127.16,134.30," 5,027 "
122,ILM,Wilmington International,Wilmington,NC,422.43,446.12," 4,845 "
123,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,474.62,501.24," 4,702 "
124,BIL,Billings Logan International,Billings,MT,425.51,449.37," 4,701 "
125,AMA,Rick Husband Amarillo International,Amarillo,TX,393.51,415.58," 4,647 "
126,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,395.14,417.30," 4,572 "
127,MYR,Myrtle Beach International,Myrtle Beach,SC,310.35,327.76," 4,469 "
128,SBN,South Bend International,South Bend,IN,399.10,421.49," 4,458 "
129,SGF,Springfield-Branson National,Springfield,MO,462.36,488.30," 4,325 "
130,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,423.83,447.61," 4,247 "
131,FWA,Fort Wayne International,Fort Wayne,IN,445.18,470.15," 4,142 "
132,SBA,Santa Barbara Municipal,Santa Barbara,CA,445.09,470.06," 3,990 "
133,MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,425.05,448.89," 3,981 "
134,BIS,Bismarck Municipal,Bismarck/Mandan,ND,456.57,482.18," 3,842 "
135,BGR,Bangor International,Bangor,ME,427.65,451.63," 3,836 "
136,BZN,Bozeman Yellowstone International,Bozeman,MT,468.46,494.73," 3,830 "
137,PIA,General Downing - Peoria International,Peoria,IL,430.26,454.39," 3,787 "
138,PIE,St Pete Clearwater International,St. Petersburg,FL,130.39,137.70," 3,781 "
139,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,416.60,439.97," 3,772 "
140,TLH,Tallahassee International,Tallahassee,FL,496.30,524.14," 3,750 "
141,HRL,Valley International,Harlingen/San Benito,TX,341.09,360.23," 3,614 "
142,CHA,Lovell Field,Chattanooga,TN,468.65,494.94," 3,548 "
143,MOT,Minot International,Minot,ND,489.93,517.41," 3,493 "
144,CRP,Corpus Christi International,Corpus Christi,TX,462.17,488.09," 3,487 "
145,ATW,Appleton International,Appleton,WI,520.78,549.99," 3,461 "
146,MFR,Rogue Valley International - Medford,Medford,OR,404.88,427.59," 3,456 "
