1,LAX,Los Angeles International,Los Angeles,CA,365.57,365.57," 353,329 "
2,ORD,Chicago O'Hare International,Chicago-O'Hare,IL,324.54,324.54," 271,484 "
3,ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,355.13,355.13," 246,605 "
4,DEN,Denver International,Denver,CO,297.41,297.41," 238,631 "
5,SFO,San Francisco International,San Francisco,CA,405.95,405.95," 229,406 "
6,BOS,Logan International,Boston,MA,349.44,349.44," 223,926 "
7,SEA,Seattle/Tacoma International,Seattle,WA,345.07,345.07," 213,861 "
8,DFW,Dallas/Fort Worth International,Dallas-DFW,TX,371.18,371.18," 198,960 "
9,EWR,Newark Liberty International,Newark,NJ,411.11,411.11," 198,021 "
10,JFK,John F. Kennedy International,New York-JFK,NY,399.94,399.94," 184,393 "
11,LGA,LaGuardia,New York-La Guardia,NY,325.97,325.97," 181,259 "
12,PHX,Phoenix Sky Harbor International,Phoenix,AZ,335.66,335.66," 175,759 "
13,MCO,Orlando International,Orlando,FL,253.46,253.46," 172,406 "
14,LAS,McCarran International,Las Vegas,NV,247.37,247.37," 156,187 "
15,PHL,Philadelphia International,Philadelphia,PA,390.55,390.55," 148,308 "
16,MSP,Minneapolis-St Paul International,Minneapolis,MN,375.83,375.83," 146,038 "
17,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,323.19,323.19," 140,744 "
18,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,240.87,240.87," 136,015 "
19,DTW,Detroit Metro Wayne County,Detroit,MI,374.98,374.98," 135,601 "
20,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,346.60,346.60," 133,765 "
21,SAN,San Diego International,San Diego,CA,352.79,352.79," 132,153 "
22,PDX,Portland International,Portland,OR,325.11,325.11," 116,251 "
23,IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,406.18,406.18," 114,238 "
24,TPA,Tampa International,Tampa,FL,314.00,314.00," 110,023 "
25,MDW,Chicago Midway International,Chicago-Midway,IL,289.78,289.78," 100,702 "
