1,LAX,Los Angeles International,Los Angeles,CA,417.96,445.14," 245,138 "
2,ORD,Chicago O'Hare International,Chicago-O'Hare,IL,392.50,418.03," 192,062 "
3,ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,366.55,390.39," 187,913 "
4,DEN,Denver International,Denver,CO,326.14,347.35," 184,711 "
5,SFO,San Francisco International,San Francisco,CA,425.67,453.35," 174,970 "
6,BOS,Logan International,Boston,MA,382.93,407.84," 174,838 "
7,DFW,Dallas/Fort Worth International,Dallas-DFW,TX,449.76,479.01," 156,107 "
8,LGA,LaGuardia,New York-La Guardia,NY,365.76,389.54," 154,418 "
9,SEA,Seattle/Tacoma International,Seattle,WA,391.65,417.12," 153,218 "
10,JFK,John F. Kennedy International,New York-JFK,NY,405.52,431.89," 149,297 "
11,PHX,Phoenix Sky Harbor International,Phoenix,AZ,342.15,364.40," 140,772 "
12,EWR,Newark Liberty International,Newark,NJ,480.26,511.49," 132,158 "
13,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,335.27,357.08," 129,538 "
14,PHL,Philadelphia International,Philadelphia,PA,412.51,439.33," 125,916 "
15,MCO,Orlando International,Orlando,FL,281.85,300.18," 121,918 "
16,MSP,Minneapolis-St Paul International,Minneapolis,MN,448.68,477.86," 109,050 "
17,DTW,Detroit Metro Wayne County,Detroit,MI,414.56,441.52," 108,026 "
18,LAS,McCarran International,Las Vegas,NV,281.13,299.41," 107,925 "
19,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,276.03,293.98," 105,005 "
20,SAN,San Diego International,San Diego,CA,373.61,397.91," 100,617 "
21,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,393.71,419.32," 97,933 "
22,TPA,Tampa International,Tampa,FL,329.51,350.94," 90,393 "
23,MDW,Chicago Midway International,Chicago-Midway,IL,304.16,323.94," 90,357 "
24,IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,517.51,551.17," 87,339 "
25,PDX,Portland International,Portland,OR,380.37,405.11," 81,179 "
26,STL,St Louis Lambert International,St. Louis,MO,368.75,392.73," 73,185 "
27,OAK,Metropolitan Oakland International,Oakland,CA,305.16,325.01," 73,145 "
28,CLT,Charlotte Douglas International,Charlotte,NC,408.27,434.82," 71,790 "
29,MCI,Kansas City International,Kansas City,MO,361.31,384.81," 68,817 "
30,SMF,Sacramento International,Sacramento,CA,365.82,389.61," 65,453 "
31,SLC,Salt Lake City International,Salt Lake City,UT,408.88,435.47," 63,356 "
32,AUS,Austin - Bergstrom International,Austin,TX,391.03,416.46," 61,849 "
33,RDU,Raleigh-Durham International,Raleigh/Durham,NC,371.81,395.99," 61,399 "
34,IAD,Washington Dulles International,Washington-Dulles,DC,504.21,537.00," 59,982 "
35,HNL,Daniel K Inouye International,Honolulu,HI,374.99,399.37," 59,380 "
36,SJC,Norman Y. Mineta San Jose International,San Jose,CA,351.55,374.41," 58,890 "
37,PIT,Pittsburgh International,Pittsburgh,PA,377.79,402.36," 57,913 "
38,HOU,William P Hobby,Houston-Hobby,TX,330.45,351.94," 56,195 "
39,MKE,General Mitchell International,Milwaukee,WI,327.98,349.31," 55,994 "
40,SNA,John Wayne Airport-Orange County,Santa Ana,CA,376.35,400.82," 55,376 "
41,BNA,Nashville International,Nashville,TN,377.88,402.46," 55,371 "
42,IND,Indianapolis International,Indianapolis,IN,391.08,416.51," 51,313 "
43,MIA,Miami International,Miami,FL,369.73,393.77," 49,285 "
44,SAT,San Antonio International,San Antonio,TX,383.92,408.88," 48,283 "
45,CMH,John Glenn Columbus International,Columbus,OH,377.80,402.37," 47,123 "
46,MSY,Louis Armstrong New Orleans International,New Orleans,LA,370.35,394.44," 44,635 "
47,DAL,Dallas Love Field,Dallas-Love Field,TX,291.26,310.20," 43,648 "
48,BDL,Bradley International,Hartford,CT,422.13,449.58," 42,516 "
49,CLE,Cleveland-Hopkins International,Cleveland,OH,455.00,484.59," 41,674 "
50,BUF,Buffalo Niagara International,Buffalo,NY,328.90,350.29," 41,622 "
51,SJU,Luis Munoz Marin International,San Juan,PR,294.94,314.12," 41,366 "
52,JAX,Jacksonville International,Jacksonville,FL,379.90,404.61," 34,266 "
53,RSW,Southwest Florida International,Fort Myers,FL,323.22,344.24," 33,639 "
54,ONT,Ontario International,Ontario,CA,352.34,375.25," 33,439 "
55,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,326.71,347.95," 33,037 "
56,ABQ,Albuquerque International Sunport,Albuquerque,NM,369.07,393.07," 32,386 "
57,BUR,Bob Hope,Burbank,CA,288.60,307.37," 32,165 "
