LAX,333.7159644464051
ORD,300.3565217009047
ATL,353.52932425536363
DEN,304.11509893415786
BOS,328.83644336514067
SFO,345.7203497060547
DFW,347.12266282800925
SEA,361.41748044244946
LGA,371.89798027377
JFK,358.92051483283547
PHX,328.369701030891
EWR,289.5238655121581
BWI,248.50010524362594
PHL,194.39173668958244
MCO,404.0593409459097
DTW,370.95777582345846
MSP,294.0234695959812
LAS,243.14380743174453
FLL,338.8505014450679
SAN,325.1062862935129
DCA,309.541328153208
IAH,295.60122544246815
TPA,461.2207938642094
MDW,289.0692690429785
PDX,275.0247474075691
STL,352.642220021762
MCI,361.23636940509124
CLT,378.25675023940096
SMF,264.4700622086045
OAK,344.79803965642606
SLC,338.58252890262156
IAD,326.15813172487526
RDU,345.7390378130421
PIT,266.58519484198433
AUS,358.29875786791325
SJC,347.9830540224033
MKE,343.2416726752958
HNL,352.36097218468126
SNA,394.41188131778006
IND,359.10194905099723
BNA,416.1985646033238
HOU,311.20897171015963
SAT,329.8695284084764
MIA,333.69174150816116
CMH,336.3739774865599
BDL,331.53651884427
MSY,371.2670829529096
CLE,357.8120277287687
BUF,327.33263050559566
DAL,384.7840866565674
SJU,280.79942978290023
RSW,314.4209046909315
ONT,300.1133322235253
JAX,299.4368948567176
BUR,355.5133920752543
PBI,266.1306131730085
ABQ,375.2994785079805
PVD,337.0824520243479
OMA,368.5307332038268
CVG,411.4673563846873
OKC,332.01110888481617
TUS,440.98811291840076
RIC,391.30746207417167
MHT,189.35509434568823
ORF,359.6631093376545
SDF,318.78074297579246
MEM,376.10540435912355
LGB,320.3612264731189
ELP,422.23568283136063
GEG,298.684504259214
BHM,329.3614504555131
DAY,404.21165484210053
TUL,329.3858538092082
RNO,386.6763471060739
ALB,414.35615920169346
BOI,383.05920551970115
ROC,431.74195239202913
ANC,423.74226681654125
HPN,370.56419780364826
GRR,439.6398313798934
LIT,359.9178800932502
SYR,318.8837949595728
CAK,449.18593373585236
CHS,433.8667968228578
OGG,381.29244443513187
ISP,280.815654533163
DSM,404.9395113303491
GSP,431.47479011585466
PWM,483.9447886580111
GSO,250.89789506808765
TYS,428.9725764295924
COS,360.2007032651857
ICT,400.31664838639443
BLI,167.56977135517354
MSN,437.21703196866474
ACY,321.52233138790496
PNS,203.18318210471674
MDT,315.0289314318313
JAN,399.43080374037197
HSV,410.759799887721
BTV,329.26045965725444
FAT,262.4583886505275
PHF,432.90287581938554
KOA,336.6898802724542
FNT,499.92881725361104
ABE,334.94053673476714
SAV,440.2967623421066
LIH,455.9006921488663
SRQ,297.4288723901825
LBB,320.7881277223919
XNA,401.345250414088
MAF,361.48822201977674
LEX,301.8986350872777
MYR,391.77834635013176
ITO,269.1319549459047
MLI,240.1888851234403
CAE,386.86521866120194
AZA,455.2084877345095
FSD,415.9819703553225
AMA,456.2414753222604
CID,453.19183941425905
EUG,377.65728952111544
BTR,520.2044156059515
BIL,452.66804526165555
SBA,382.15682577899537
ILM,436.11742270008995
PSP,540.3484528464584
PSC,390.57690168322773
BMI,300.04382349075223
FAR,260.4387095426119
SFB,338.3105718189758
AVL,199.5594412326113
MFE,451.71376950496665
SGF,377.617227471437
GRB,459.8743012902224
CRW,351.65374983479836
SBN,402.25568600383156
CHA,388.8733878240314
CRP,426.5328647420375
HRL,380.5275613499193
PIE,396.38185950923713
GPT,445.4398400493233
FWA,404.9833704636617
ECP,366.56098672877164
FAY,422.5349157892896
ROA,377.73663202414394
AGS,387.186932897443
FAI,480.8514752623263
MFR,455.0847630161
AVP,384.18050714150684
BZN,410.2842726894836
TLH,370.98351823959905
PIA,524.5895797538342
MSO,474.2094436553656
BQN,578.2650061999564
VPS,320.97836000078496
SHV,522.4042405740927
SWF,423.1391680448214
MOB,420.47215700529773
RDM,307.75635475998223
ATW,603.6840209884845
DAB,424.84852850168
TRI,472.64342593629493
CHO,536.365839490526
LFT,273.54502723373895
RAP,335.210029624802
GRK,427.4988377548308
GJT,331.7732711512379
OAJ,436.6467588159272
SBP,483.20037829762316
MLB,480.5983019426563
STT,535.2364300423442
BGR,292.13528467722585
LAN,479.0199819638264
GNV,549.047768839291
BIS,377.1586157361183
GTF,396.3439761298181
MGM,469.5624011464421
MRY,357.1720576377588
JNU,546.9840738267255
ELM,504.78412906689147
EVV,445.5809190979058
BFL,334.95529098473276
DRO,53.893992412790254
MOT,299.14892377997995
DLH,224.9467284808167
HTS,451.99991064899274
SCE,457.19856566226747
PBG,348.58943517919863
MBS,376.76217305056946
AEX,282.51421090633943
IDA,379.723423687189
CWA,316.7696158592169
EWN,494.8394312790263
FCA,322.7875176890842
BGM,396.31391910712904
ITH,35.288521582661275
TVC,550.6539091681428
LNK,370.0591406433322
PSE,430.67224950737
EYW,535.1229068254561
AZO,391.7244750091183
ERI,450.3466771724928
LRD,493.1107253877578
GFK,513.6146338256167
MLU,575.4439129058775
STS,434.71603119798834
IFP,361.83512386112596
RFD,240.59097766849874
ASE,253.64027034272652
JAC,279.92522430309003
ABI,430.6207004071348
YUM,556.5765337972205
LSE,642.9002790259316
BKG,606.0110318781468
HLN,348.1726551835338
RST,455.14917285712625
LYH,399.80208707150246
CMI,437.62630893649487
CPR,524.9469538468412
FSM,458.49467736224534
TYR,417.4900335795495
SBY,165.5254385254991
CLD,547.3161312623187
FLO,527.5177947578939
STX,543.9035177523364
PGV,460.50569885599396
ACV,504.00975301816834
SPI,491.01294595622795
CLL,349.9361249610887
KTN,541.3164049301222
ACT,479.86602446166967
LAW,550.9371195600627
TOL,286.23977638677076
SCK,474.6944409689675
LCH,378.120996315443
FNL,453.11380118682024
GUM,292.5727590806723
LWS,310.8211196790601
BRO,492.7167867644438
MHK,375.4862660304357
FLG,575.8120194384472
CSG,299.1531569999172
SJT,525.9286236569968
LBE,558.1162738122403
YKM,655.29669153624
BET,536.5725705747332
RDD,511.4040475123124
SPS,469.312476891838
EAT,419.3746437342631
SMX,334.7523039136689
MQT,511.0779341453187
VLD,460.20287303214934
YNG,641.4798980766824
PGD,651.2993275343199
SGU,519.5228401142
COU,719.8505055337178
GCC,1014.0174168210274
SIT,447.07266095432453
GRI,133.53500531286488
HVN,286.46363714428804
DHN,429.06488096438426
TWF,365.5768545510663
CIC,502.318935140021
ROW,430.5442720386955
JLN,538.7542968660381
DBQ,575.377293620617
RKS,412.60855325175703
CMX,644.3891531396987
HHH,692.670168336981
SCC,430.8412421526169
ABY,434.6569423633805
MOD,526.7139308971318
EAU,897.5709124129125
