100
249652413301.710358,296477407340.988892,235584235736.442261,253909923689.662994,234717782268.008911,257377417347.414307,245973478590.763367,262157998786.276611,226310932938.164124,272239811417.879333,260790861342.993408,249061829340.045624,233115630124.906830,281787065469.709351,261494833101.629333,263583400932.008301,270647815388.222687,283357513685.505615,238616489625.697693,275921194177.907166,274070438854.123688,268282187776.388000,249229497114.718872,281801776148.205627,259172215827.308105,250793882895.138824,278282228227.005615,290379198906.355896,297226429831.284058,282762337639.108582,256425152735.343414,221469109063.868591,260075446560.398071,241573018976.795288,234079459862.188934,270130707824.765076,273940124425.795593,235734615929.765137,253730681884.484528,264128351372.773376,264595179326.589844,286280474616.410217,262921446242.674469,282042665680.571167,239622637613.540405,263690338723.133881,246762741559.225372,287394258218.112915,312316470336.582642,264814424031.625610,275801090093.380737,245727728667.975037,284543127194.831604,269724135806.584595,265379836393.981934,272917806535.882202,276496621180.765747,287936023036.378906,271745454382.817017,265608743236.627228,263450491702.441406,266341682107.833801,271768729503.574341,235735521106.424896,267301817261.754578,279930529745.083496,284519576754.549194,265413021600.374298,232430602745.672516,294049912746.499023,271844644323.259674,255405654605.545471,254405300131.434021,260265732661.354279,284429666065.296753,269194946283.278839,261249657558.992615,288655290776.452942,257176768440.882477,280131186652.036743,280875656784.273865,270416192766.691223,249495374543.137665,247783937189.397949,249470171498.888123,287050716199.391174,283162268956.768311,250872981076.183563,254749848182.686768,233299923338.168854,276409189362.354980,258311271735.882019,246122297750.183380,276523433748.582703,302843674145.132507,256274251625.078217,321274636535.340942,272289864186.922516,226519858470.418701,276360188094.943298
224789700273.599060,260351412609.433563,220915091642.860107,230364482546.623016,223233653279.005676,238475851694.914703,246746484873.369415,260826607614.745728,220170416636.344940,261092976805.679352,255582886462.589539,251490610751.009216,239199358634.818420,265090003604.602356,243927192640.079529,251907282931.914276,244828375597.146454,260515432608.851715,227220519933.545166,262187400474.558563,247031556679.779572,258881870139.621521,244043626963.608490,249203082736.180237,230997917130.932220,234667483458.310089,265762199709.499176,266047861264.128296,265844586669.115753,263331526509.532013,247193706847.773132,197090471955.307465,221998204703.243958,242589249460.344177,225067619505.717468,276187497624.725952,249884301858.474335,215760917519.953033,253559545237.682861,247097372193.023041,265254859533.939270,270757865735.728333,251904549602.852966,261280717354.406342,241222491608.913513,230725015314.599579,254983152992.901245,255631580667.775696,283429691660.302856,234723982096.930054,260372379805.081360,230594687119.970673,265270947214.789124,249131110229.782288,251760804665.372009,240915154584.330750,259128137826.381317,266560823186.626099,246323847033.911346,233168623457.156250,264952984127.079285,239135336844.532715,256246225833.138214,224422494573.911133,254569947400.136444,256386028397.467102,268690856162.397095,248080008618.223755,222805719939.359894,275328695572.205444,258143101036.197693,251142688543.074799,236325570184.373444,230498026033.163452,268015252009.159729,258816055626.356384,250609988006.289520,267936572996.566132,253955409755.616547,257443731102.293457,261383044012.892029,265128984091.723450,242621874770.208710,230954903264.542816,250758311308.953827,272837519076.203461,263460048733.166901,247125650967.353058,253046919090.346863,218255135876.318359,255098026255.662201,247938606956.321869,234428983745.412109,248594227876.563416,288239847278.945740,235612450385.340454,272365518199.533112,257325991192.785126,231695626914.437744,260290787415.476868
208819192605.567413,263398525446.062286,221331975414.958740,222302900622.482544,217865998891.145325,221113249283.046387,220576992567.896606,233025946324.216797,194722546771.226715,224339736074.433746,242857166162.739380,220229809857.390442,204840084263.570496,255230861332.201141,232181088822.056641,226160602364.959442,217371586417.300751,255611189503.130127,207592189927.985962,240704888366.587097,228544239580.118591,233883982722.998047,226710313016.013947,228057899164.516998,213033581192.766754,213655743058.634003,264478694033.564606,240418184500.663452,242840122415.482849,245646189277.084625,221707331522.507294,179302592429.845978,211471919208.927032,210494979536.940765,207962571835.667572,251049497744.599121,236845605328.298401,208224043378.418579,234299209275.346741,224788477909.558380,239081577521.331482,236768837602.002991,232817473673.879028,241769549633.372864,228595367703.993439,224651107087.853180,221007230261.617371,257580116936.016479,265647881282.424957,235122358394.009338,242207364147.088074,240306464331.522949,267842936368.620270,242553787588.464661,236953750002.711304,223901835884.096771,235047086256.315216,262781798848.444946,237655795337.718384,218921955785.808594,251840187096.919525,238775762044.979706,244951262185.621704,219148466612.803406,224906175227.685089,233417596328.156647,246163080911.936798,218958908615.014709,215071568141.797760,250255462665.701141,229493361468.601257,234166345437.036072,217677871764.223541,218252407415.907043,262672092505.526917,225723429929.934326,223305425824.762512,240625696737.521332,235281570729.770569,239771731246.568512,237125388138.558716,229546785089.730103,207378187992.351044,217743386062.341827,231967189663.634186,244485874072.129242,253230347044.468384,209569298640.702271,240642863552.166534,205009885665.427582,227518869039.974731,228973935415.350464,215030707343.404938,240332082674.444855,275310295280.698547,229779523801.078461,269155341249.074036,241290852213.995056,188234602333.489166,253769485148.444641
240645462284.158813,257049753372.813293,227125482104.447968,241431255366.699799,239407634962.610291,255862479941.131592,241664521085.233337,270435743686.651520,217561772457.693878,275441396282.183228,261566576233.110077,251287712586.508881,242926614229.815491,269256401239.879364,247918937350.994812,257235750558.213837,245395681276.765808,269964113531.041321,244241220547.661438,280584723354.900330,251474258689.735046,259414859047.311615,252666059884.584351,251860573264.308594,252857621308.940613,237186535199.644897,279012462509.911438,268759226188.115021,281540356877.361328,252038826979.920715,249391143584.490662,221754493615.169708,227617981191.035309,223656587984.768616,229620475797.852509,282380557001.389893,259888914381.834869,222846514031.701385,245143518501.541473,242245406359.168396,260288756563.682190,271531537103.138184,251197789087.099884,266366895567.984039,245479690469.977722,241451939937.402588,247087699790.435211,292271858673.664734,290662840477.681763,261057782466.939697,287974757747.722595,245962050516.720642,273049355259.259705,259160246110.404877,258449151582.164551,269425913355.484863,254528093778.685364,270956626967.219208,257759213465.464478,238987328602.676056,246321444781.214508,244373137735.695557,279009001859.850098,220393625284.595795,261635442818.506042,268302458342.115143,271254546989.472992,257601472401.933685,225521673154.668030,275606675767.954712,269352670734.767517,242055132621.484619,232873539248.266083,249244847136.535278,276227581833.268127,267772956421.605164,256342144021.674683,264261570912.896454,258705590314.601257,271875987957.604034,254364903733.737274,270110333406.167999,250999254889.625336,224743752685.628479,261334624054.878754,273515152551.682892,280419217297.991760,242151459067.534943,257376144507.045166,239807409022.145020,244145281696.483856,236426352672.632477,241137959360.297577,272386571351.045593,289705719562.248291,264186382543.360260,302466105327.235046,263671873744.638947,221210821480.954651,280009288001.468811
220451320378.699951,230456985828.398315,210257696940.878723,220679925149.872406,205110179120.058258,210108981350.287415,235869892324.303741,232709532193.797882,213016250475.093964,251696135654.792908,236373843559.240356,233058813033.769623,212454914225.533905,255778589117.802826,224979722145.096832,216186722771.957214,235659738088.876099,256962483355.459412,228135452058.450348,241328680107.658447,236681346522.447479,223335436686.140991,223833820044.782288,245713330647.782074,228647991049.115875,217626139695.799255,260093622032.655792,246629949364.865051,263359564763.365875,248543986848.106812,213031860683.521545,187046929192.668335,232376417993.286957,219655533561.629913,202270520823.340424,250046901010.878815,246902874923.221558,202477105974.549072,219807406340.453461,223958365243.870117,248809202663.988403,258187131771.851898,230446857446.942505,230800060735.965210,232170419380.219391,227919308876.887482,234011756935.828369,242542078596.522247,278489250430.244324,219317244729.953644,243617325597.214355,215474838370.959381,259381983217.691956,228562595224.342590,227611180740.502228,247864586715.411621,247378365206.952667,244602007871.272217,247710099356.588287,230277044623.657135,247107215921.861023,241675298557.338715,248756691336.028351,204987947534.653717,239246189084.711823,255924612766.536835,253625237813.975677,234466014956.544006,209008195273.391113,245634710327.578156,258381070440.203369,230971459186.303040,232217815249.372253,218409758022.342224,256054535424.984131,253064733127.603973,244051555886.475952,248333323963.454041,228339208587.704742,245278188759.769623,231903863575.832092,243144412111.641235,224762752422.186005,222812522149.009125,235707737008.858093,240838923489.897003,243814629273.382477,225476742833.364075,226460549515.204346,221163958898.430115,248806303292.534943,216301436023.981232,222409823454.895752,240719506171.175568,259064031280.458649,228612029482.923370,265994096199.673340,243095495991.951996,221871268408.747406,256673596068.967072
235548383940.841187,283664905188.656677,241959230747.483429,243410637258.240753,230288528246.233643,246703760214.801514,235415615788.662018,270653162154.927277,226724996801.592346,258217509716.510162,254634054285.849609,240034167506.182220,234086679580.743378,267818885986.848572,219422962922.832062,236668125047.739716,264487360943.018494,263393766386.122101,214739642478.628387,250788844404.652039,260003364478.387512,262427944866.399292,233081092600.147095,254105104351.147949,232068737259.679810,247383726024.484924,256216957057.641632,281774647940.528259,291014701710.365173,258925657218.168732,232368353727.224762,198139311248.173035,241973312241.652832,240148806103.863007,230277981040.688965,268036825230.715729,257199354881.166229,218004525555.497986,248698076841.644318,240574636663.238892,241364243693.496338,267681805418.442993,245662555945.997070,259430037181.420044,237923187014.308929,236205722016.666931,233863876367.964935,271803255184.362061,301142410718.023193,247881843081.278351,265444211548.705933,222990037027.387115,275050738158.048706,252006713661.907593,245190892253.556763,247690828859.615570,269820412754.678772,270451036476.089874,264181687358.234100,263290426115.923889,268697167753.328491,254935614873.901428,268252881178.186279,226600232460.243774,256509131089.556946,267673483367.744537,262239843636.479919,249904808801.086914,221605682755.621155,262696496517.257751,253938272545.237091,237831310706.058411,238038759355.933136,256366753739.843750,261037120554.353943,259275820848.232086,250225527700.010620,275500432169.849731,244405205519.423767,256809200512.882690,254987639963.937988,262816578982.298401,234481504018.776093,240189765106.485657,254523109993.309967,260052861552.559845,280009286757.631958,227910567581.430176,248437819177.322998,216002192563.376831,242216500918.002075,244152227780.868042,234918248885.635101,249186837261.873993,291784524347.216492,243204590772.260895,264175821384.612335,250908147631.397308,233650957272.532104,268490811936.099701
256732068272.579742,292796538159.920776,244751022882.448029,270137831874.443634,272924711060.100037,281280301968.664978,282363021146.259277,274381436356.250671,260834161555.122192,299021182733.987427,280269215582.077637,260207931489.774567,266674047502.737244,287002467070.131775,270230502941.466431,266932165722.839417,275475262262.585754,288864537464.051208,262443990851.466522,298324574826.891907,290412088190.533081,281467989927.202942,266115269543.414459,282158231226.700378,282540821629.082764,265887037501.263550,299936962079.271118,284094269580.176453,306584861936.900269,306228527459.784546,253463985831.948181,210930935802.982452,266868596774.229431,253736432978.697540,242420142340.015961,307893689273.243408,286015184313.584106,236114339620.251404,277344205213.578979,263858484681.756775,282098684484.103271,307341963783.641357,278537090904.540833,288890255899.453735,269882069731.047180,271977117428.816223,277863876199.027710,296107403389.889465,316323626283.640320,272098360314.561401,286782443896.816284,247742598896.116425,307612028527.648865,277100981775.117859,274536809094.613281,280923860294.610168,284393188372.384521,295838239877.429810,274889857124.817749,271376231842.166595,277638478805.509460,272803382131.009155,283453602240.330811,236006827684.561066,277185621631.759521,282079096852.122681,309537537358.377197,270343593459.223663,243902234026.569458,291136499318.437866,283521041419.244812,288342936434.744690,246729083356.721527,267795408768.266815,287877971775.131714,290488467091.298096,271771389581.745209,284843005309.237183,266331934471.340668,280160520076.684875,278232120770.726379,287636521358.947449,252071212412.626495,255556023686.230621,272600189759.126617,305869889326.479248,309952882341.454956,267690960705.154541,276615701779.365479,258541305915.711060,284785609828.623291,244580223838.089600,260347921941.574921,269874390961.375397,304427561896.735779,283064712275.170898,315556327689.113220,282219740486.988770,252938348143.393066,270726586274.236877
232549312807.978882,288075624835.921082,231826831623.666870,248686272722.428894,231350085056.600494,268633983694.065796,253693698743.914764,258126046734.279297,226581959079.409424,279201745938.929565,254217341091.672241,233040321172.906830,240814743632.341125,267787798289.493195,237051873581.036346,261276332843.111816,265353676113.791107,264855478381.394135,240825679482.876678,279312009533.393677,254749347264.482574,253552441276.283234,257552198592.261963,273163388376.382477,244112311263.004700,255787388031.650116,280342223178.862427,276209006950.171875,283740970691.528381,273420881756.794769,246101891927.903076,216873030412.864563,235991771995.967865,243046975514.681549,236959559653.711639,282276515780.843079,267343878005.804718,235762752683.827454,253960344783.933472,237920334011.538818,261370675085.785919,296232708196.206909,261608730986.242676,274866264837.078888,249744320108.093842,242374945682.520844,258539260885.866730,280521679821.160950,294725484680.433411,255903184106.299744,273440140114.389679,246037150991.397552,280213256685.231628,278159994451.828674,235894244479.290985,267206957301.039825,284979950250.024231,274363417583.644806,254895680325.621643,254370382646.322601,266184928722.815582,248924212198.938263,279169804193.326660,236193822219.200012,269030147099.727386,275862732920.788635,267919205970.379028,249855905050.883087,229742387351.525787,274602263869.941528,271563627707.240021,259774351165.299286,245564786340.162903,260392358906.741211,272960850898.573608,258126666854.340393,263098169619.105103,279969368952.991455,260338370826.875305,266742062412.771057,260943697256.141968,267262804844.743011,249756578986.631592,228666365589.039032,252474709140.429382,272409697945.543091,284001450359.314514,246253014543.925110,250938317593.388763,228683303115.397156,263160514765.142365,244262347819.860809,231459148782.410675,258903557934.848846,291183507690.271729,256784337268.644379,291151315423.882812,263403907888.946930,242733051752.932251,267007460484.234589
220956421639.607025,247917707049.600891,205482540042.002747,222659982277.519012,199203724075.314453,218336596470.623901,212790359214.482513,242272877004.821198,199578602580.197113,234506861149.926971,224504308006.809235,222067065292.703552,210783016915.057312,253531034803.631378,223414683057.491058,229109079687.283264,226393665927.858307,234576647505.550446,200945207454.649353,248628973359.257568,226426533833.295593,231628107456.844757,219419789459.634705,226129708436.874786,229918048045.436462,214418585729.136322,236788618544.676483,249432455371.735291,241758389548.476837,234498230071.321991,217014672103.443634,188787277075.507568,224817196242.175903,219761343782.407928,207558254162.482544,229669035012.645874,235063086751.068085,206046080832.918427,223340826681.374664,229129968044.948822,230244858605.630859,246316630570.690460,229660804578.696350,247599712410.848419,201765975840.936920,215526766494.713806,211301251950.126160,230948385760.256805,234105967987.254822,221311951665.653595,236355746459.360291,231586809934.765656,230371728926.188324,226713109193.316406,234057379817.609497,225292330145.933716,236857430802.496521,235970515333.338959,235667246384.414459,212002329276.601959,239035169949.304871,222080769950.794769,240731039155.546539,208005869872.841400,240791085042.841705,230668029049.056519,224408408018.532074,226705664476.737305,205523529540.016327,247266292332.283630,222672950689.097778,227172447534.900208,219823682914.203857,216706616619.709534,234762290377.017517,243280051316.418335,237729041443.208160,255743582014.603241,235686676768.355316,234339887517.569092,228219573218.032349,251014793057.864166,223326455338.907501,203251217924.485657,229117630968.328827,246236894022.328766,262790632513.350861,212256062905.784607,216030204208.196808,203634944490.757568,232984225217.406555,221284254675.954895,225059316865.976593,226178147043.436401,265945088353.649139,225317455189.786346,270471350901.373138,233696642556.103058,197253405521.607605,248901990892.709595
216465884906.529449,238993765842.772278,205106540122.835876,195848283576.143097,210955608813.842896,211544560354.916412,208037373896.834259,225349785054.338776,183642677988.894440,229887832107.031250,213914564645.704163,208280324963.259979,195950740903.673065,234658531785.125580,206286634616.405121,210299907657.781799,207862481468.070374,224674490071.575653,203124316611.510803,215898765614.506866,212434828374.624298,223121452731.085022,205201438047.087585,220073228686.469360,205109903733.808105,211413213221.383972,231268461076.938965,232326779994.994476,240700610674.947754,225637526847.766754,198998610522.204620,178188264599.686951,187599307772.434998,215008413370.384308,181188628114.654297,237908949625.198608,225697004748.126953,180553558574.886292,222668439918.580811,209858858626.818726,228534147811.698517,247177211849.065216,201609409800.667267,231305810676.187195,214198103391.918762,211556865555.141174,218560771763.717651,234217805705.397369,255330784651.795654,214780503728.292572,215765797845.410126,206297869063.540283,237920455487.239258,215936545172.095978,205701714682.372375,218570138853.297974,231777175430.728149,247520571179.038666,212137142290.030792,222117905500.919220,231006819102.660217,220844959387.566406,223354900997.626251,203811870193.183990,199104583950.217072,221959998184.596252,225318227055.363251,205359384176.491394,179880794679.992584,236486077733.864563,231223432940.959717,206318571634.842499,207744567028.070801,209932093377.568451,250230224418.508942,218155454808.262878,222291569696.074707,234966134152.122467,225425079061.740448,223673656127.987823,220561078048.189392,226230344591.251282,206901921340.904633,213976787410.322632,216455857902.964996,235417425197.394989,243012481509.345093,218646199004.369324,213613839421.802094,204199757640.503510,238258191053.298676,206761807115.306610,201428826411.252747,219423631228.997406,250214345393.455719,217374868271.425873,252914041444.763763,215875428306.251801,185041541386.569000,229421378591.098175
